algs,dataset,weighted,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
svm,student,False,0.60,0.10,0.17,0.12,0.61,0.02,0.03
svm,student,False,0.63,0.11,0.17,0.13,0.60,0.01,0.03
svm,student,False,0.52,0.09,0.17,0.11,0.59,0.02,0.03
svm,contraceptive,False,0.44,0.41,0.40,0.39,0.53,0.02,0.06
svm,contraceptive,False,0.48,0.45,0.44,0.44,0.53,0.02,0.06
svm,contraceptive,False,0.52,0.52,0.50,0.49,0.53,0.02,0.06
svm,autism,False,0.99,0.98,0.98,0.98,0.99,0.01,0.02
svm,autism,False,0.96,0.98,0.93,0.95,0.98,0.01,0.02
svm,autism,False,0.97,0.98,0.95,0.96,0.99,0.01,0.02
svm,bankruptcy,False,0.94,0.93,0.95,0.94,0.98,0.01,0.01
svm,bankruptcy,False,0.98,0.98,0.98,0.98,0.98,0.01,0.01
svm,bankruptcy,False,0.94,0.94,0.95,0.94,0.99,0.02,0.01
svm,breast_cancer,False,0.96,0.96,0.96,0.96,0.96,0.02,0.01
svm,breast_cancer,False,0.97,0.97,0.97,0.97,0.96,0.02,0.01
svm,breast_cancer,False,0.97,0.96,0.97,0.97,0.96,0.02,0.01
svm,horse,False,0.80,0.77,0.77,0.77,0.84,0.03,0.01
svm,horse,False,0.78,0.76,0.79,0.77,0.84,0.03,0.01
svm,horse,False,0.92,0.92,0.89,0.90,0.84,0.03,0.01
svm,hr,False,0.80,0.90,0.58,0.59,0.96,0.02,0.09
svm,hr,False,0.84,0.90,0.64,0.67,0.96,0.02,0.09
svm,hr,False,0.83,0.89,0.62,0.65,0.96,0.02,0.09
svm,english,False,0.61,0.63,0.61,0.60,0.54,0.10,0.01
svm,english,False,0.55,0.48,0.55,0.48,0.55,0.10,0.01
svm,english,False,0.48,0.47,0.48,0.45,0.53,0.13,0.01
svm,phishing,False,0.84,0.55,0.61,0.58,0.86,0.03,0.03
svm,phishing,False,0.82,0.55,0.58,0.57,0.86,0.02,0.03
svm,phishing,False,0.84,0.56,0.60,0.58,0.86,0.03,0.03
svm,wine,False,0.50,0.15,0.18,0.16,0.52,0.02,0.62
svm,wine,False,0.49,0.17,0.21,0.18,0.52,0.02,0.62
svm,wine,False,0.50,0.16,0.18,0.16,0.52,0.01,0.62
svm,congress,False,0.95,0.95,0.95,0.95,0.95,0.01,0.02
svm,congress,False,0.93,0.93,0.92,0.93,0.95,0.01,0.02
svm,congress,False,0.95,0.95,0.95,0.95,0.95,0.01,0.02
knn,student,False,0.53,0.31,0.23,0.23,0.60,0.01,0.04
knn,student,False,0.52,0.25,0.22,0.22,0.60,0.02,0.04
knn,student,False,0.48,0.24,0.20,0.20,0.60,0.02,0.04
knn,contraceptive,False,0.47,0.45,0.44,0.44,0.52,0.02,0.08
knn,contraceptive,False,0.48,0.46,0.46,0.46,0.52,0.01,0.08
knn,contraceptive,False,0.43,0.40,0.41,0.40,0.53,0.02,0.08
knn,autism,False,0.96,0.96,0.95,0.96,0.99,0.01,0.04
knn,autism,False,0.94,0.91,0.95,0.93,0.99,0.01,0.04
knn,autism,False,0.96,0.95,0.94,0.95,0.99,0.01,0.04
knn,bankruptcy,False,0.96,0.96,0.96,0.96,0.98,0.01,0.02
knn,bankruptcy,False,0.94,0.93,0.95,0.94,0.96,0.03,0.02
knn,bankruptcy,False,0.96,0.96,0.96,0.96,0.98,0.01,0.02
knn,breast_cancer,False,0.95,0.94,0.96,0.95,0.96,0.02,0.04
knn,breast_cancer,False,0.97,0.97,0.97,0.97,0.96,0.02,0.05
knn,breast_cancer,False,0.96,0.95,0.96,0.96,0.96,0.02,0.05
knn,horse,False,0.85,0.84,0.84,0.84,0.84,0.03,0.02
knn,horse,False,0.87,0.86,0.86,0.86,0.85,0.03,0.02
knn,horse,False,0.83,0.87,0.79,0.81,0.85,0.04,0.02
knn,hr,False,0.94,0.92,0.90,0.91,0.96,0.02,0.19
knn,hr,False,0.94,0.91,0.91,0.91,0.95,0.04,0.14
knn,hr,False,0.96,0.94,0.93,0.94,0.95,0.04,0.14
knn,english,False,0.32,0.33,0.39,0.32,0.57,0.11,0.01
knn,english,False,0.52,0.53,0.50,0.51,0.54,0.13,0.01
knn,english,False,0.35,0.34,0.36,0.35,0.57,0.11,0.01
knn,phishing,False,0.87,0.88,0.81,0.84,0.86,0.03,0.07
knn,phishing,False,0.85,0.81,0.73,0.76,0.86,0.02,0.07
knn,phishing,False,0.87,0.77,0.76,0.76,0.87,0.02,0.08
knn,wine,False,0.54,0.36,0.27,0.29,0.53,0.02,0.31
knn,wine,False,0.56,0.31,0.27,0.28,0.52,0.02,0.38
knn,wine,False,0.58,0.43,0.34,0.36,0.52,0.02,0.33
knn,congress,False,0.93,0.93,0.93,0.93,0.95,0.01,0.03
knn,congress,False,0.91,0.89,0.93,0.90,0.96,0.02,0.03
knn,congress,False,1.00,1.00,1.00,1.00,0.95,0.01,0.03
mnb,student,False,0.62,0.15,0.18,0.15,0.61,0.01,0.01
mnb,student,False,0.53,0.09,0.17,0.12,0.60,0.01,0.01
mnb,student,False,0.55,0.18,0.19,0.15,0.60,0.01,0.01
mnb,contraceptive,False,0.38,0.13,0.33,0.18,0.53,0.02,0.02
mnb,contraceptive,False,0.40,0.47,0.34,0.20,0.53,0.02,0.02
mnb,contraceptive,False,0.39,0.13,0.32,0.19,0.53,0.02,0.02
mnb,autism,False,0.91,0.89,0.85,0.86,0.99,0.01,0.01
mnb,autism,False,0.89,0.90,0.84,0.86,0.99,0.01,0.01
mnb,autism,False,0.90,0.90,0.86,0.87,0.99,0.01,0.01
mnb,bankruptcy,False,0.56,0.28,0.50,0.36,0.98,0.01,0.01
mnb,bankruptcy,False,0.58,0.30,0.48,0.37,0.98,0.01,0.01
mnb,bankruptcy,False,0.54,0.29,0.44,0.35,0.98,0.01,0.01
mnb,breast_cancer,False,0.93,0.95,0.89,0.91,0.96,0.02,0.01
mnb,breast_cancer,False,0.89,0.92,0.82,0.86,0.96,0.02,0.01
mnb,breast_cancer,False,0.91,0.94,0.87,0.90,0.96,0.02,0.01
mnb,horse,False,0.80,0.78,0.75,0.76,0.84,0.04,0.01
mnb,horse,False,0.83,0.88,0.82,0.82,0.85,0.03,0.01
mnb,horse,False,0.77,0.72,0.66,0.67,0.85,0.04,0.01
mnb,hr,False,0.77,0.38,0.50,0.43,0.96,0.02,0.02
mnb,hr,False,0.77,0.39,0.50,0.44,0.96,0.02,0.02
mnb,hr,False,0.77,0.39,0.50,0.44,0.96,0.01,0.02
mnb,english,False,0.35,0.35,0.39,0.34,0.55,0.13,0.01
mnb,english,False,0.48,0.50,0.48,0.48,0.55,0.10,0.01
mnb,english,False,0.42,0.51,0.46,0.40,0.55,0.12,0.01
mnb,phishing,False,0.80,0.55,0.54,0.53,0.86,0.02,0.01
mnb,phishing,False,0.71,0.49,0.52,0.49,0.86,0.03,0.01
mnb,phishing,False,0.73,0.50,0.49,0.48,0.87,0.02,0.01
mnb,wine,False,0.44,0.07,0.17,0.10,0.52,0.02,0.05
mnb,wine,False,0.45,0.06,0.14,0.09,0.53,0.02,0.05
mnb,wine,False,0.44,0.06,0.14,0.09,0.52,0.02,0.05
mnb,congress,False,0.89,0.87,0.88,0.87,0.96,0.02,0.02
mnb,congress,False,0.86,0.88,0.88,0.86,0.95,0.01,0.02
mnb,congress,False,1.00,1.00,1.00,1.00,0.95,0.01,0.02
rf,student,False,0.90,0.88,0.80,0.83,0.61,0.02,0.08
rf,student,False,0.96,0.93,0.91,0.91,0.60,0.01,0.08
rf,student,False,0.92,0.91,0.78,0.79,0.60,0.02,0.08
rf,contraceptive,False,0.48,0.45,0.45,0.45,0.53,0.02,0.16
rf,contraceptive,False,0.49,0.46,0.45,0.45,0.54,0.02,0.16
rf,contraceptive,False,0.52,0.50,0.49,0.49,0.53,0.01,0.18
rf,autism,False,0.99,0.98,0.98,0.98,0.99,0.01,0.08
rf,autism,False,1.00,1.00,1.00,1.00,0.98,0.01,0.09
rf,autism,False,1.00,1.00,1.00,1.00,0.99,0.01,0.08
rf,bankruptcy,False,1.00,1.00,1.00,1.00,0.98,0.01,0.03
rf,bankruptcy,False,1.00,1.00,1.00,1.00,0.98,0.01,0.03
rf,bankruptcy,False,1.00,1.00,1.00,1.00,0.98,0.01,0.03
rf,breast_cancer,False,0.97,0.97,0.96,0.97,0.96,0.02,0.08
rf,breast_cancer,False,0.96,0.95,0.95,0.95,0.96,0.02,0.10
rf,breast_cancer,False,0.98,0.97,0.98,0.98,0.96,0.02,0.08
rf,horse,False,0.85,0.86,0.81,0.83,0.83,0.03,0.04
rf,horse,False,0.88,0.92,0.84,0.86,0.84,0.04,0.04
rf,horse,False,0.88,0.86,0.90,0.87,0.85,0.03,0.04
rf,hr,False,0.99,0.99,0.98,0.98,0.96,0.02,0.25
rf,hr,False,0.99,0.99,0.98,0.98,0.96,0.02,0.29
rf,hr,False,0.99,0.99,0.99,0.99,0.96,0.01,0.28
rf,english,False,0.74,0.76,0.76,0.74,0.55,0.13,0.03
rf,english,False,0.65,0.65,0.65,0.64,0.55,0.12,0.03
rf,english,False,0.55,0.58,0.57,0.55,0.55,0.13,0.03
rf,phishing,False,0.84,0.82,0.82,0.82,0.86,0.03,0.14
rf,phishing,False,0.93,0.90,0.88,0.89,0.86,0.02,0.13
rf,phishing,False,0.87,0.90,0.82,0.85,0.86,0.03,0.14
rf,wine,False,0.65,0.56,0.45,0.49,0.52,0.02,0.53
rf,wine,False,0.64,0.44,0.33,0.36,0.52,0.02,0.52
rf,wine,False,0.68,0.48,0.37,0.40,0.52,0.01,0.52
rf,congress,False,0.98,0.98,0.97,0.98,0.95,0.01,0.05
rf,congress,False,0.93,0.92,0.93,0.93,0.96,0.02,0.05
rf,congress,False,0.93,0.93,0.92,0.93,0.95,0.01,0.05
mlp,student,False,0.65,0.39,0.35,0.35,0.60,0.02,0.41
mlp,student,False,0.70,0.58,0.43,0.45,0.59,0.02,0.40
mlp,student,False,0.65,0.48,0.39,0.42,0.59,0.01,0.42
mlp,contraceptive,False,0.59,0.58,0.57,0.57,0.53,0.02,0.60
mlp,contraceptive,False,0.59,0.56,0.56,0.56,0.53,0.02,0.65
mlp,contraceptive,False,0.49,0.45,0.45,0.45,0.52,0.02,0.67
mlp,autism,False,1.00,1.00,1.00,1.00,0.98,0.01,0.38
mlp,autism,False,0.94,0.91,0.93,0.92,0.99,0.01,0.35
mlp,autism,False,0.96,0.92,0.96,0.94,0.99,0.01,0.36
mlp,bankruptcy,False,0.86,0.89,0.86,0.86,0.97,0.02,0.12
mlp,bankruptcy,False,0.88,0.84,0.89,0.86,0.96,0.04,0.11
mlp,bankruptcy,False,0.92,0.92,0.92,0.92,0.99,0.01,0.12
mlp,breast_cancer,False,0.95,0.94,0.94,0.94,0.96,0.02,0.29
mlp,breast_cancer,False,0.95,0.95,0.94,0.95,0.96,0.02,0.29
mlp,breast_cancer,False,0.96,0.95,0.97,0.96,0.96,0.02,0.31
mlp,horse,False,0.82,0.78,0.77,0.77,0.85,0.04,0.12
mlp,horse,False,0.83,0.83,0.83,0.83,0.84,0.04,0.13
mlp,horse,False,0.90,0.91,0.83,0.86,0.84,0.03,0.13
mlp,hr,False,0.98,0.97,0.96,0.97,0.96,0.02,1.18
mlp,hr,False,0.97,0.97,0.95,0.96,0.96,0.02,1.13
mlp,hr,False,0.98,0.97,0.96,0.96,0.94,0.05,1.18
mlp,english,False,0.48,0.48,0.54,0.48,0.56,0.11,0.11
mlp,english,False,0.48,0.51,0.49,0.49,0.56,0.11,0.09
mlp,english,False,0.58,0.60,0.58,0.58,0.55,0.13,0.09
mlp,phishing,False,0.88,0.89,0.77,0.80,0.86,0.02,0.67
mlp,phishing,False,0.87,0.76,0.74,0.75,0.86,0.02,0.63
mlp,phishing,False,0.81,0.73,0.67,0.69,0.86,0.02,0.65
mlp,wine,False,0.53,0.33,0.25,0.25,0.52,0.03,1.24
mlp,wine,False,0.56,0.38,0.26,0.26,0.52,0.02,1.18
mlp,wine,False,0.54,0.39,0.24,0.25,0.53,0.02,1.14
mlp,congress,False,1.00,1.00,1.00,1.00,0.96,0.02,0.14
mlp,congress,False,0.95,0.94,0.96,0.95,0.95,0.02,0.15
mlp,congress,False,1.00,1.00,1.00,1.00,0.96,0.02,0.13
svm knn mnb,student,False,0.55,0.09,0.17,0.12,0.60,0.01,0.08
svm knn mnb,student,False,0.60,0.10,0.17,0.12,0.60,0.02,0.07
svm knn mnb,student,False,0.54,0.09,0.16,0.12,0.60,0.01,0.07
svm knn mnb,contraceptive,False,0.45,0.49,0.40,0.35,0.53,0.02,0.15
svm knn mnb,contraceptive,False,0.49,0.50,0.44,0.42,0.54,0.02,0.15
svm knn mnb,contraceptive,False,0.50,0.50,0.43,0.41,0.52,0.02,0.17
svm knn mnb,autism,False,0.98,0.99,0.96,0.97,0.99,0.01,0.06
svm knn mnb,autism,False,0.98,0.99,0.96,0.97,0.99,0.01,0.06
svm knn mnb,autism,False,0.96,0.94,0.95,0.95,0.98,0.01,0.06
svm knn mnb,bankruptcy,False,0.98,0.98,0.98,0.98,0.98,0.01,0.02
svm knn mnb,bankruptcy,False,0.96,0.96,0.96,0.96,0.98,0.01,0.02
svm knn mnb,bankruptcy,False,0.94,0.94,0.94,0.94,0.97,0.03,0.02
svm knn mnb,breast_cancer,False,0.98,0.98,0.98,0.98,0.96,0.02,0.05
svm knn mnb,breast_cancer,False,0.98,0.98,0.98,0.98,0.96,0.02,0.05
svm knn mnb,breast_cancer,False,0.97,0.97,0.97,0.97,0.96,0.02,0.05
svm knn mnb,horse,False,0.87,0.84,0.84,0.84,0.83,0.04,0.04
svm knn mnb,horse,False,0.80,0.80,0.78,0.79,0.85,0.03,0.03
svm knn mnb,horse,False,0.90,0.91,0.87,0.89,0.84,0.03,0.03
svm knn mnb,hr,False,0.84,0.92,0.65,0.68,0.96,0.03,0.24
svm knn mnb,hr,False,0.84,0.90,0.63,0.66,0.96,0.01,0.23
svm knn mnb,hr,False,0.83,0.87,0.65,0.68,0.96,0.01,0.24
svm knn mnb,english,False,0.45,0.50,0.47,0.45,0.55,0.13,0.02
svm knn mnb,english,False,0.55,0.63,0.61,0.54,0.55,0.12,0.02
svm knn mnb,english,False,0.35,0.54,0.42,0.34,0.55,0.12,0.02
svm knn mnb,phishing,False,0.83,0.55,0.59,0.57,0.86,0.03,0.12
svm knn mnb,phishing,False,0.83,0.56,0.60,0.58,0.86,0.02,0.12
svm knn mnb,phishing,False,0.82,0.55,0.60,0.57,0.86,0.02,0.11
svm knn mnb,wine,False,0.53,0.21,0.19,0.18,0.53,0.02,0.95
svm knn mnb,wine,False,0.51,0.20,0.18,0.17,0.52,0.02,0.95
svm knn mnb,wine,False,0.49,0.17,0.18,0.16,0.52,0.02,0.97
svm knn mnb,congress,False,0.93,0.93,0.92,0.93,0.96,0.02,0.03
svm knn mnb,congress,False,0.86,0.87,0.86,0.86,0.95,0.01,0.03
svm knn mnb,congress,False,0.91,0.91,0.91,0.91,0.95,0.02,0.03
svm knn rf,student,False,0.65,0.49,0.29,0.30,0.60,0.01,0.14
svm knn rf,student,False,0.55,0.59,0.31,0.32,0.60,0.02,0.14
svm knn rf,student,False,0.68,0.69,0.50,0.52,0.61,0.02,0.18
svm knn rf,contraceptive,False,0.55,0.52,0.50,0.50,0.53,0.02,0.32
svm knn rf,contraceptive,False,0.51,0.50,0.48,0.48,0.52,0.03,0.30
svm knn rf,contraceptive,False,0.49,0.47,0.46,0.45,0.53,0.02,0.30
svm knn rf,autism,False,1.00,1.00,1.00,1.00,0.99,0.01,0.13
svm knn rf,autism,False,0.99,0.99,0.99,0.99,0.99,0.01,0.13
svm knn rf,autism,False,0.99,0.99,1.00,0.99,0.99,0.01,0.13
svm knn rf,bankruptcy,False,0.98,0.97,0.98,0.98,0.97,0.02,0.05
svm knn rf,bankruptcy,False,1.00,1.00,1.00,1.00,0.98,0.01,0.05
svm knn rf,bankruptcy,False,0.96,0.96,0.96,0.96,0.98,0.01,0.05
svm knn rf,breast_cancer,False,0.96,0.96,0.96,0.96,0.96,0.02,0.12
svm knn rf,breast_cancer,False,0.96,0.96,0.95,0.96,0.96,0.02,0.12
svm knn rf,breast_cancer,False,0.98,0.97,0.98,0.98,0.96,0.02,0.13
svm knn rf,horse,False,0.78,0.78,0.78,0.78,0.83,0.04,0.06
svm knn rf,horse,False,0.87,0.83,0.85,0.84,0.85,0.03,0.06
svm knn rf,horse,False,0.88,0.88,0.88,0.88,0.84,0.02,0.06
svm knn rf,hr,False,0.98,0.99,0.96,0.97,0.96,0.02,0.48
svm knn rf,hr,False,0.97,0.97,0.94,0.95,0.95,0.04,0.48
svm knn rf,hr,False,0.97,0.98,0.94,0.96,0.94,0.06,0.47
svm knn rf,english,False,0.55,0.59,0.53,0.53,0.56,0.11,0.04
svm knn rf,english,False,0.55,0.52,0.51,0.51,0.55,0.10,0.04
svm knn rf,english,False,0.45,0.46,0.45,0.44,0.57,0.11,0.04
svm knn rf,phishing,False,0.86,0.87,0.76,0.79,0.87,0.03,0.24
svm knn rf,phishing,False,0.87,0.86,0.76,0.79,0.86,0.02,0.24
svm knn rf,phishing,False,0.89,0.87,0.77,0.80,0.86,0.02,0.26
svm knn rf,wine,False,0.60,0.48,0.29,0.32,0.52,0.02,1.42
svm knn rf,wine,False,0.63,0.50,0.30,0.33,0.52,0.02,1.43
svm knn rf,wine,False,0.59,0.43,0.28,0.30,0.52,0.02,1.49
svm knn rf,congress,False,0.93,0.92,0.95,0.93,0.95,0.01,0.07
svm knn rf,congress,False,0.91,0.91,0.92,0.91,0.96,0.02,0.07
svm knn rf,congress,False,0.91,0.91,0.91,0.91,0.95,0.01,0.05
svm knn mlp,student,False,0.66,0.37,0.29,0.28,0.60,0.02,0.44
svm knn mlp,student,False,0.60,0.28,0.22,0.21,0.60,0.02,0.43
svm knn mlp,student,False,0.65,0.36,0.25,0.25,0.60,0.02,0.44
svm knn mlp,contraceptive,False,0.48,0.47,0.44,0.45,0.52,0.02,0.69
svm knn mlp,contraceptive,False,0.53,0.52,0.50,0.51,0.52,0.01,0.67
svm knn mlp,contraceptive,False,0.55,0.53,0.51,0.51,0.53,0.02,0.79
svm knn mlp,autism,False,0.97,0.97,0.97,0.97,0.99,0.01,0.38
svm knn mlp,autism,False,0.97,0.95,0.97,0.96,0.99,0.01,0.39
svm knn mlp,autism,False,0.99,0.99,1.00,0.99,0.99,0.01,0.42
svm knn mlp,bankruptcy,False,0.94,0.93,0.95,0.94,0.98,0.01,0.13
svm knn mlp,bankruptcy,False,0.98,0.98,0.98,0.98,0.97,0.02,0.13
svm knn mlp,bankruptcy,False,0.92,0.93,0.92,0.92,0.98,0.01,0.13
svm knn mlp,breast_cancer,False,0.95,0.95,0.95,0.95,0.96,0.02,0.39
svm knn mlp,breast_cancer,False,0.98,0.97,0.98,0.98,0.96,0.02,0.33
svm knn mlp,breast_cancer,False,0.97,0.96,0.98,0.97,0.96,0.02,0.33
svm knn mlp,horse,False,0.82,0.79,0.78,0.79,0.85,0.03,0.15
svm knn mlp,horse,False,0.85,0.82,0.85,0.83,0.85,0.03,0.16
svm knn mlp,horse,False,0.82,0.84,0.80,0.81,0.84,0.04,0.11
svm knn mlp,hr,False,0.97,0.97,0.93,0.95,0.96,0.02,1.27
svm knn mlp,hr,False,0.97,0.96,0.95,0.95,0.96,0.03,1.19
svm knn mlp,hr,False,0.96,0.96,0.92,0.94,0.97,0.01,1.24
svm knn mlp,english,False,0.42,0.44,0.44,0.42,0.57,0.11,0.10
svm knn mlp,english,False,0.58,0.55,0.60,0.53,0.55,0.12,0.10
svm knn mlp,english,False,0.52,0.51,0.54,0.50,0.55,0.12,0.11
svm knn mlp,phishing,False,0.85,0.79,0.69,0.70,0.87,0.02,0.75
svm knn mlp,phishing,False,0.85,0.83,0.66,0.68,0.86,0.03,0.74
svm knn mlp,phishing,False,0.85,0.68,0.63,0.64,0.86,0.02,0.74
svm knn mlp,wine,False,0.53,0.29,0.22,0.21,0.53,0.02,1.91
svm knn mlp,wine,False,0.55,0.34,0.25,0.26,0.52,0.02,2.00
svm knn mlp,wine,False,0.55,0.33,0.25,0.25,0.53,0.02,2.07
svm knn mlp,congress,False,0.95,0.95,0.95,0.95,0.96,0.02,0.15
svm knn mlp,congress,False,0.93,0.93,0.93,0.93,0.95,0.01,0.15
svm knn mlp,congress,False,0.95,0.94,0.94,0.94,0.96,0.02,0.15
svm mnb rf,student,False,0.51,0.14,0.17,0.12,0.60,0.02,0.11
svm mnb rf,student,False,0.58,0.26,0.18,0.14,0.60,0.01,0.11
svm mnb rf,student,False,0.55,0.31,0.21,0.16,0.60,0.01,0.10
